id,canonical_name,developer,technology,status,mw_peak,mw_nominal,hectares,turbines,first_seen,last_seen,municipalities,ine_codes,provinces,document_urls
1,Planta solar fotovoltaica Las Quinientas,"Cartuja Solar, S.L.",solar_fv,favorable_condicionada,109.5039,109.5039,358.61,,2019-08-08,2020-11-13,Jerez de la Frontera,11020,Cádiz,https://www.boe.es/diario_boe/xml.php?id=BOE-A-2019-11702 https://www.boe.es/diario_boe/xml.php?id=BOE-A-2020-14181
3,Parque solar fotovoltaico Guadacano,PFV Guadacano SL,solar_fv,favorable_condicionada,62.0,48.0,145.51,,2022-01-22,2022-01-22,Antequera; Archidona,29015;29017,Málaga,https://www.boe.es/diario_boe/xml.php?id=BOE-A-2022-1048
4,"Plantas solares fotovoltáicas «PSFV Adelfas 1, PSFV Adelfas 2, PSFV Adelfas 3 y PSFV El Soldado»","Sustainable PV1, S.L.",solar_fv,favorable_condicionada,22.91,20.0,70.55,,2022-05-16,2026-09-08,Alcalá de Guadaíra; Alcalá del Río; Burguillos; Cantillana; Carmona; Castilblanco de los Arroyos; Dos Hermanas; El Viso del Alcor; Gerena; Guillena; La Algaba; La Rinconada; Mairena del Alcor; Olivares; Salteras; Santiponce; Sevilla; Utrera; Valencina de la Concepción; Villanueva del Río y Minas; Villaverde del Río,41004;41005;41019;41023;41024;41027;41038;41102;41045;41049;41007;41081;41058;41067;41085;41089;41091;41095;41096;41099;41101,Sevilla,https://juntadeandalucia.es/eboja/2022/225/BOJA22-225-00001-18556-01_00271815.pdf https://juntadeandalucia.es/eboja/2022/226/BOJA22-226-00001-18550-01_00271797.pdf https://juntadeandalucia.es/eboja/2022/236/BOJA22-236-00001-19677-01_00272911.pdf https://juntadeandalucia.es/eboja/2022/239/BOJA22-239-00001-19875-01_00273092.pdf https://juntadeandalucia.es/eboja/2022/240/BOJA22-240-00001-19877-01_00273140.pdf https://juntadeandalucia.es/eboja/2023/12/BOJA23-012-00001-21045-01_00274803.pdf https://juntadeandalucia.es/eboja/2023/12/BOJA23-012-00001-21683-01_00275280.pdf https://juntadeandalucia.es/eboja/2023/13/BOJA23-013-00001-21037-01_00274532.pdf https://juntadeandalucia.es/eboja/2023/13/BOJA23-013-00001-21046-01_00274804.pdf https://juntadeandalucia.es/eboja/2023/13/BOJA23-013-00001-21047-01_00274555.pdf https://juntadeandalucia.es/eboja/2023/13/BOJA23-013-00001-21048-01_00274554.pdf https://juntadeandalucia.es/eboja/2023/162/BOJA23-162-00001-11843-01_00286866.pdf https://juntadeandalucia.es/eboja/2023/18/BOJA23-018-00001-1180-01_00276308.pdf https://juntadeandalucia.es/eboja/2023/18/BOJA23-018-00001-1313-01_00276474.pdf https://juntadeandalucia.es/eboja/2023/19/BOJA23-019-00001-1398-01_00276492.pdf https://juntadeandalucia.es/eboja/2023/22/BOJA23-022-00001-1103-01_00276165.pdf https://juntadeandalucia.es/eboja/2023/22/BOJA23-022-00001-1269-01_00276505.pdf https://juntadeandalucia.es/eboja/2023/26/BOJA23-026-00001-1110-01_00276190.pdf https://juntadeandalucia.es/eboja/2023/26/BOJA23-026-00001-1176-01_00276310.pdf https://juntadeandalucia.es/eboja/2023/26/BOJA23-026-00001-1179-01_00276317.pdf https://juntadeandalucia.es/eboja/2023/26/BOJA23-026-00001-1494-01_00276578.pdf https://juntadeandalucia.es/eboja/2023/27/BOJA23-027-00001-1112-01_00276202.pdf https://juntadeandalucia.es/eboja/2023/27/BOJA23-027-00001-1816-01_00277045.pdf https://juntadeandalucia.es/eboja/2023/27/BOJA23-027-00001-1982-01_00277107.pdf https://juntadeandalucia.es/eboja/2023/30/BOJA23-030-00001-1102-01_00276166.pdf https://juntadeandalucia.es/eboja/2023/30/BOJA23-030-00001-2406-01_00277483.pdf https://juntadeandalucia.es/eboja/2023/30/BOJA23-030-00001-2443-01_00277534.pdf https://juntadeandalucia.es/eboja/2023/30/BOJA23-030-00001-2521-01_00277678.pdf https://juntadeandalucia.es/eboja/2023/31/BOJA23-031-00001-2523-01_00277680.pdf https://juntadeandalucia.es/eboja/2023/32/BOJA23-032-00001-2513-01_00277669.pdf https://juntadeandalucia.es/eboja/2023/35/BOJA23-035-00001-2515-01_00277672.pdf https://juntadeandalucia.es/eboja/2023/39/BOJA23-039-00001-2514-01_00277671.pdf https://juntadeandalucia.es/eboja/2023/41/BOJA23-041-00001-2975-01_00278107.pdf https://juntadeandalucia.es/eboja/2023/60/BOJA23-060-00001-2522-01_00277679.pdf https://juntadeandalucia.es/eboja/2023/81/BOJA23-081-00001-6920-01_00281959.pdf https://juntadeandalucia.es/eboja/2024/107/BOJA24-107-00001-45466-01_00302416.pdf https://juntadeandalucia.es/eboja/2024/141/BOJA24-141-00001-48114-01_00305063.pdf https://juntadeandalucia.es/eboja/2024/204/BOJA24-204-00001-52087-01_00309036.pdf https://juntadeandalucia.es/eboja/2024/211/BOJA24-211-00001-52747-01_00309695.pdf https://juntadeandalucia.es/eboja/2025/198/BOJA25-198-00001-13496-01_00327093.pdf https://juntadeandalucia.es/eboja/2025/199/BOJA25-199-00001-13643-01_00327238.pdf https://juntadeandalucia.es/eboja/2025/249/BOJA25-249-00001-17092-01_00330690.pdf https://juntadeandalucia.es/eboja/2025/64/BOJA25-064-00001-3643-01_00317248.pdf https://juntadeandalucia.es/eboja/2026/123/BOJA26-123-00001-7301-01_00338537.pdf https://juntadeandalucia.es/eboja/2026/124/BOJA26-124-00001-3790-01_00335011.pdf https://juntadeandalucia.es/eboja/2026/124/BOJA26-124-00001-4747-01_00335983.pdf https://juntadeandalucia.es/eboja/2026/14/BOJA26-014-00001-327-01_00331554.pdf https://juntadeandalucia.es/eboja/2026/146/BOJA26-146-00001-9178-01_00340412.pdf https://juntadeandalucia.es/eboja/2026/149/BOJA26-149-00001-9921-01_00341152.pdf https://juntadeandalucia.es/eboja/2026/174/BOJA26-174-00001-11105-01_00342335.pdf https://juntadeandalucia.es/eboja/2026/174/BOJA26-174-00001-11135-01_00342365.pdf https://juntadeandalucia.es/eboja/2026/20/BOJA26-020-00001-329-01_00331556.pdf https://www.boe.es/diario_boe/xml.php?id=BOE-A-2022-8050 https://www.boe.es/diario_boe/xml.php?id=BOE-A-2022-8173 https://www.boe.es/diario_boe/xml.php?id=BOE-A-2022-8628 https://www.boe.es/diario_boe/xml.php?id=BOE-A-2023-3088 https://www.boe.es/diario_boe/xml.php?id=BOE-A-2024-6940
5,HSF Hipódromo,"Proyecto Fotovoltaico Dos Hermanas, S.L.",solar_fv,favorable_condicionada,199.976,160.0,360.24,,2022-05-16,2023-06-09,Dos Hermanas,41038,Sevilla,https://juntadeandalucia.es/eboja/2022/176/BOJA22-176-00001-14070-01_00267354.pdf https://juntadeandalucia.es/eboja/2023/109/BOJA23-109-00001-9586-01_00284612.pdf https://www.boe.es/diario_boe/xml.php?id=BOE-A-2022-8053
7,Planta Solar Fotovoltaica Aljarafe,"Enel Green Power España, SL",solar_fv,favorable_condicionada,90.5,69.6,212.7,,2022-05-23,2022-05-23,Salteras; Valencina de la Concepción,41085;41096,Sevilla,https://www.boe.es/diario_boe/xml.php?id=BOE-A-2022-8441
9,Marmolejo Solar,"FRV Arroyadas 1, S.L.U.",solar_fv,favorable_condicionada,35.0,49.99,263.36,,2022-05-27,2025-11-21,Arjona; Bujalance; Córdoba; El Carpio; Lopera; Marmolejo; Montoro; Villa del Río,23006;14012;14021;14018;23056;23059;14043;14066,Córdoba; Jaén,https://juntadeandalucia.es/eboja/2023/16/BOJA23-016-00001-577-01_00275707.pdf https://juntadeandalucia.es/eboja/2023/178/BOJA23-178-00001-13867-01_00288870.pdf https://juntadeandalucia.es/eboja/2023/194/BOJA23-194-00001-14864-01_00289856.pdf https://juntadeandalucia.es/eboja/2023/194/BOJA23-194-00001-14865-01_00289857.pdf https://juntadeandalucia.es/eboja/2023/194/BOJA23-194-00001-14868-01_00289859.pdf https://juntadeandalucia.es/eboja/2023/194/BOJA23-194-00001-14873-01_00289874.pdf https://juntadeandalucia.es/eboja/2023/194/BOJA23-194-00001-14875-01_00289864.pdf https://juntadeandalucia.es/eboja/2023/195/BOJA23-195-00001-14869-01_00289860.pdf https://juntadeandalucia.es/eboja/2023/22/BOJA23-022-00001-1187-01_00276298.pdf https://juntadeandalucia.es/eboja/2023/33/BOJA23-033-00001-1824-01_00276917.pdf https://juntadeandalucia.es/eboja/2023/33/BOJA23-033-00001-1830-01_00276925.pdf https://juntadeandalucia.es/eboja/2023/33/BOJA23-033-00001-1833-01_00276930.pdf https://juntadeandalucia.es/eboja/2023/34/BOJA23-034-00001-1835-01_00276934.pdf https://juntadeandalucia.es/eboja/2023/35/BOJA23-035-00001-2610-01_00277804.pdf https://juntadeandalucia.es/eboja/2023/35/BOJA23-035-00001-2619-01_00277808.pdf https://juntadeandalucia.es/eboja/2023/35/BOJA23-035-00001-2627-01_00277811.pdf https://juntadeandalucia.es/eboja/2023/35/BOJA23-035-00001-2628-01_00277812.pdf https://juntadeandalucia.es/eboja/2023/36/BOJA23-036-00001-2608-01_00277799.pdf https://juntadeandalucia.es/eboja/2023/64/BOJA23-064-00001-2612-01_00277806.pdf https://juntadeandalucia.es/eboja/2023/81/BOJA23-081-00001-7104-01_00282154.pdf https://juntadeandalucia.es/eboja/2023/88/BOJA23-088-00001-8328-01_00283361.pdf https://juntadeandalucia.es/eboja/2023/97/BOJA23-097-00001-7862-01_00282895.pdf https://juntadeandalucia.es/eboja/2025/225/BOJA25-225-00001-14973-01_00328570.pdf https://www.boe.es/diario_boe/xml.php?id=BOE-A-2022-8701 https://www.boe.es/diario_boe/xml.php?id=BOE-A-2023-2922
10,Parque solar fotovoltaico Lirios Solar PV,Solar Castuera SL,solar_fv,favorable_condicionada,100.0,100.0,204.0,,2022-07-08,2022-07-08,Chucena,21030,Huelva,https://www.boe.es/diario_boe/xml.php?id=BOE-A-2022-11375
11,Parque Fotovoltaico Retuerta (38 MW) y Parque Eólico Retuerta (38 MW) con infraestructura de evacuación,Iberdrola Renovables Andalucía S.A.U.,hibrida,favorable_condicionada,45.586,76.0,121.56,38,2022-09-26,2022-09-26,El Almendro,21003,Huelva,https://www.boe.es/diario_boe/xml.php?id=BOE-A-2022-15703
12,Parque fotovoltaico Andrea de 250 MW y de su infraestructura de evacuación asociada,"Enel Green Power España, S.L.",solar_fv,favorable_condicionada,250.0,250.0,476.13,,2022-10-31,2022-10-31,Antas,04016,Almería,https://www.boe.es/diario_boe/xml.php?id=BOE-A-2022-17801
13,Planta fotovoltaica Carbo de 90 MWp y su infraestructura de evacuación,"Enel Green Power España, SL",solar_fv,favorable_condicionada,90.0,,97.0,,2022-11-03,2022-11-03,Almodóvar del Río; Fuente Palmera; Guadalcázar,14005;14030;14033,Córdoba,https://www.boe.es/diario_boe/xml.php?id=BOE-A-2022-18089
14,ISF Caparacena I,"Energía Claridad, S.L.U.",solar_fv,favorable_condicionada,49.99,48.28,547.0,,2022-11-03,2024-08-28,Albolote; Atarfe; Cacín; Chimeneas; Cijuela; Colomera; Láchar; Moclín; Pinos Puente; Valderrubio; Ventas de Huelma; Íllora,18003;18022;18034;18061;18048;18051;18115;18132;18158;18914;18185;18102,Granada,https://juntadeandalucia.es/eboja/2022/211/BOJA22-211-00001-16851-01_00270127.pdf https://juntadeandalucia.es/eboja/2023/97/BOJA23-097-00001-6837-01_00281877.pdf https://juntadeandalucia.es/eboja/2024/167/BOJA24-167-00001-49636-01_00306586.pdf https://www.boe.es/diario_boe/xml.php?id=BOE-A-2022-18451 https://www.boe.es/diario_boe/xml.php?id=BOE-A-2023-1930
15,Parque fotovoltaico La Dehesilla,"EDP Renovables España, SLU",solar_fv,desfavorable,100.0,100.0,201.18,,2022-11-11,2022-11-11,Córdoba; Montemayor,14021;14041,Córdoba,https://www.boe.es/diario_boe/xml.php?id=BOE-A-2022-18545
16,Planta fotovoltaica Caparacena 400,Dehesa PV Farm 04 SL,solar_fv,favorable_condicionada,230.0,177.0,483.76,,2022-12-23,2022-12-23,Iznalloz; Píñar,18105;18159,Granada,https://www.boe.es/diario_boe/xml.php?id=BOE-A-2022-22104
17,Cabra_0,"Nueva Era Solar M&D IV, S.L.",solar_fv,favorable_condicionada,250.0,188.0,521.32,,2022-12-26,2023-04-25,Cabra; Castro del Río; Espejo; Montemayor,14013;14019;14025;14041,Córdoba,https://juntadeandalucia.es/eboja/2023/63/BOJA23-063-00001-5804-01_00280843.pdf https://juntadeandalucia.es/eboja/2023/77/BOJA23-077-00001-7279-01_00282311.pdf https://www.boe.es/diario_boe/xml.php?id=BOE-A-2022-22444
18,"Módulo fotovoltaico ""PV Centenar"" (hibridación con parque eólico ""PE Centenar"")","Iberdrola Renovables Andalucía, SA",hibrida,favorable_condicionada,79.98,39.98,367.14,40,2022-12-30,2025-06-07,Puebla de Guzmán,21058,Huelva,https://juntadeandalucia.es/eboja/2023/51/BOJA23-051-00001-2101-01_00277253.pdf https://juntadeandalucia.es/eboja/2024/111/BOJA24-111-00001-45390-01_00302340.pdf https://www.boe.es/diario_boe/xml.php?id=BOE-A-2022-24404 https://www.boe.es/diario_boe/xml.php?id=BOE-A-2025-11511
19,FV Herradura,Sociedad Mitra Alfa SLU,solar_fv,favorable_condicionada,100.0,,99.17,,2023-01-23,2023-01-23,Castellar de la Frontera; Jimena de la Frontera,11013;11021,Cádiz,https://www.boe.es/diario_boe/xml.php?id=BOE-A-2023-1929
21,"Parque solar fotovoltaico ""Zalea""","Sun Capital 2000, SL",solar_fv,favorable_condicionada,141.68,121.1,242.1,,2023-01-28,2023-01-28,Casarabonela; Pizarra,29040;29080,Málaga,https://www.boe.es/diario_boe/xml.php?id=BOE-A-2023-2283
22,Parque eólico Hinojosa Ampliación,"Green Capital Power, SL",eolica,desfavorable,25.12,25.12,,7,2023-01-30,2023-09-18,Alcalá del Valle; Casarabonela; Cañete la Real; El Burgo; Setenil de las Bodegas; Torre Alháquime,11002;29040;29035;29031;11034;11036,Cádiz; Málaga,https://www.boe.es/diario_boe/xml.php?id=BOE-A-2023-19636 https://www.boe.es/diario_boe/xml.php?id=BOE-A-2023-2422
23,Parques solares fotovoltaicos Baluma Solar y Boyante Solar,Baluma Solar SL; Boyante Solar SL,solar_fv,favorable_condicionada,125.0,125.0,227.97,,2023-01-30,2023-01-30,Albolote,18003,Granada,https://www.boe.es/diario_boe/xml.php?id=BOE-A-2023-2423
24,Planta solar fotovoltaica «FV Rivera»,"Iberdrola Renovables Andalucía, S.A.U.",solar_fv,favorable_condicionada,419.95,340.496,1046.0,,2023-01-30,2023-04-21,Gibraleón; Moguer; Palos de la Frontera; San Juan del Puerto; Trigueros,21035;21050;21055;21064;21070,Huelva,https://juntadeandalucia.es/eboja/2023/75/BOJA23-075-00001-4033-01_00279108.pdf https://www.boe.es/diario_boe/xml.php?id=BOE-A-2023-2425
25,"Parques fotovoltaicos Natera Solar de 41,38 MWp, Orla Solar de 78 MWp y Orla Solar II de 54,86 MWp, así como sus infraestructuras de evacuación asociadas","Natera Solar, SL; Orla Solar, SL",solar_fv,favorable_condicionada,174.24,,333.16,,2023-01-31,2023-01-31,Casarabonela; Coín; Pizarra,29040;29042;29080,Málaga,https://www.boe.es/diario_boe/xml.php?id=BOE-A-2023-2577
26,Parques solares fotovoltaicos Posets Solar y Faballones Solar,"Posets Solar, SL; Faballones Solar, SL",solar_fv,favorable_condicionada,199.19,199.46,333.88,,2023-01-31,2023-01-31,Casarabonela; Álora,29040;29012,Málaga,https://www.boe.es/diario_boe/xml.php?id=BOE-A-2023-2578
27,Planta Fotovoltaica López Sancho II,"Geolisol B, S.L.",solar_fv,favorable_condicionada,23.0,23.0,1326.26,,2022-09-22,2023-03-10,Casares; Castellar de la Frontera; Gaucín; Jimena de la Frontera; Los Barrios; Manilva; San Martín del Tesorillo; San Roque,29041;11013;29056;11021;11008;29068;11903;11033,Cádiz; Málaga,https://juntadeandalucia.es/eboja/2022/183/BOJA22-183-00003-14809-01_00268084.pdf https://juntadeandalucia.es/eboja/2022/222/BOJA22-222-00001-17840-01_00271110.pdf https://juntadeandalucia.es/eboja/2022/232/BOJA22-232-00001-19122-01_00272314.pdf https://juntadeandalucia.es/eboja/2022/246/BOJA22-246-00001-20147-01_00273642.pdf https://juntadeandalucia.es/eboja/2023/17/BOJA23-017-00001-910-01_00276032.pdf https://juntadeandalucia.es/eboja/2023/35/BOJA23-035-00001-914-01_00276034.pdf https://juntadeandalucia.es/eboja/2023/47/BOJA23-047-00001-4219-01_00279298.pdf https://juntadeandalucia.es/eboja/2023/7/BOJA23-007-00001-21851-01_00275259.pdf https://www.boe.es/diario_boe/xml.php?id=BOE-A-2023-2580
28,Proyecto de las infraestructuras de evacuación de las instalaciones fotovoltaicas «Balazos Solar» y «Colina Solar» hasta SET «Límite» 220/30 kV,"Parque Eólico Balazos, S.L.",linea_evacuacion,favorable_condicionada,250.0,,395.0,,2023-01-31,2025-10-09,Baza; Caniles; Serón,18023;18039;04083,Almería; Granada,https://juntadeandalucia.es/eboja/2025/195/BOJA25-195-00003-13356-01_00326952.pdf https://www.boe.es/diario_boe/xml.php?id=BOE-A-2023-2583
29,Parque solar fotovoltaico Archidona Solar,"Wezen Solar, SL",solar_fv,desfavorable,103.8,83.0,123.6,,2023-01-31,2023-01-31,Archidona; Loja; Villanueva de Algaidas; Villanueva de Tapia,29017;18122;29095;29098,Granada; Málaga,https://www.boe.es/diario_boe/xml.php?id=BOE-A-2023-2586
30,"Planta Termosolar, Híbrido con Fotovoltaica, SOLGEST-1","Prosaego Energías Alternativas, SL",hibrida,favorable_condicionada,150.0,98.0,267.8,,2023-01-31,2023-01-31,Carmona; Fuentes de Andalucía; La Campana,41024;41042;41022,Sevilla,https://www.boe.es/diario_boe/xml.php?id=BOE-A-2023-2589
31,"Plantas fotovoltaicas PFV Stopper Solar, PFV Rehala Solar, PFV Reclamo Solar y PFV Volateo Solar, y su infraestructura de evacuación eléctrica",Q-ENERGY (a través de Tejo Solar S.L.),solar_fv,favorable_condicionada,600.0,500.0,817.55,,2023-01-31,2023-01-31,Antequera; Campillos,29015;29032,Málaga,https://www.boe.es/diario_boe/xml.php?id=BOE-A-2023-2595
32,"Parque eólico Filabres, parque eólico Peregiles y parque solar fotovoltaico La Rambla","Green Capital Power, SL",hibrida,favorable_condicionada,341.48,169.125,202.69,52,2023-02-03,2023-02-03,Lucainena de las Torres; Níjar; Senés; Sorbas; Tabernas; Tahal,04060;04066;04082;04086;04088;04090,Almería,https://www.boe.es/diario_boe/xml.php?id=BOE-A-2023-2907
33,"Planta fotovoltaica ""Crucero Solar""","Crucero Solar, SLU",solar_fv,desfavorable,70.994,56.5,98.47,,2023-02-03,2023-02-03,Olivares,41067,Sevilla,https://www.boe.es/diario_boe/xml.php?id=BOE-A-2023-2911
36,Instalación Solar Fotovoltaica Allives,"Nara ES Solar 7, SL",solar_fv,desconocido,120.0,114.95,184.56,,2023-02-13,2023-02-13,Dos Hermanas; Sevilla,41038;41091,Sevilla,https://www.boe.es/diario_boe/xml.php?id=BOE-A-2023-3817
37,Planta Fotovoltaica Marciaga Solar,"Marciaga Solar, SLU",solar_fv,desfavorable,62.5,62.5,94.75,,2023-02-13,2023-02-13,Casarabonela,29040,Málaga,https://www.boe.es/diario_boe/xml.php?id=BOE-A-2023-3819
38,Planta fotovoltaica híbrida Majal Alto,,hibrida,favorable_condicionada,,43.5,,,2023-04-12,2023-04-12,,,,https://www.boe.es/diario_boe/xml.php?id=BOE-A-2023-9091
39,"Parques eólicos El Esparragal, Las Milagrosas y El Juncal","Desarrollos Renovables Eólicos y Solares, SL",eolica,desfavorable,216.6,216.6,,38,2023-04-21,2023-04-21,Casares; Gaucín; Jimena de la Frontera; San Martín del Tesorillo; San Roque,29041;29056;11021;11903;11033,Cádiz; Málaga,https://www.boe.es/diario_boe/xml.php?id=BOE-A-2023-9754
40,Campos del Condado VI,"Arena Power Solar 33, SLU",solar_fv,favorable_condicionada,61.2,51.0,160.64,,2023-04-20,2023-05-01,Gibraleón; Trigueros,21035;21070,Huelva,https://juntadeandalucia.es/eboja/2023/74/BOJA23-074-00001-7062-01_00282097.pdf https://www.boe.es/diario_boe/xml.php?id=BOE-A-2023-10535
41,"Parque solar fotovoltaico ""Campos del Condado IV""","Arena Power Solar 33, S.L.U.",solar_fv,favorable_condicionada,57.798,51.0,97.11,,2023-05-01,2023-08-29,Beas; Trigueros,21011;21070,Huelva,https://juntadeandalucia.es/eboja/2023/165/BOJA23-165-00001-12777-01_00287784.pdf https://www.boe.es/diario_boe/xml.php?id=BOE-A-2023-10536
42,"Planta solar fotovoltaica Ciudad de Tartessos II, de 51 MW, y su infraestructura de evacuación","Savanna Power Solar 10, S.L.U.",solar_fv,favorable_condicionada,51.0,51.0,207.78,,2022-11-10,2023-08-29,Beas; La Palma del Condado; Moguer; Niebla; Palos de la Frontera; San Juan del Puerto; Trigueros; Villarrasa,21011;21054;21050;21053;21055;21064;21070;21077,Huelva,https://juntadeandalucia.es/eboja/2022/216/BOJA22-216-00001-17166-01_00270434.pdf https://juntadeandalucia.es/eboja/2023/163/BOJA23-163-00001-13248-01_00288257.pdf https://juntadeandalucia.es/eboja/2023/165/BOJA23-165-00001-12775-01_00287782.pdf https://www.boe.es/diario_boe/xml.php?id=BOE-A-2023-11166
43,"Planta solar fotovoltaica hibridación ""Valdefuentes""","Iberdrola Renovables Andalucía, S.A.U.",solar_fv,favorable_condicionada,61.39,27.83,64.906,14,2022-11-24,2023-09-22,El Almendro,21003,Huelva,https://juntadeandalucia.es/eboja/2022/226/BOJA22-226-00001-16861-01_00270130.pdf https://juntadeandalucia.es/eboja/2023/183/BOJA23-183-00001-13832-01_00288854.pdf https://juntadeandalucia.es/eboja/2023/183/BOJA23-183-00001-13834-01_00288856.pdf https://www.boe.es/diario_boe/xml.php?id=BOE-A-2023-15445 https://www.boe.es/diario_boe/xml.php?id=BOE-A-2023-16374
45,Instalación Fotovoltaica Don Rodrigo,"Free Mountain Systems, SL",solar_fv,desconocido,150.0,150.0,,,2023-07-31,2023-07-31,Alcalá de Guadaíra; Utrera,41004;41095,Sevilla,https://www.boe.es/diario_boe/xml.php?id=BOE-A-2023-17621
46,"Planta solar fotovoltaica hibridación ""Los Lirios"" de 48 MW y su infraestructura de evacuación","Iberdrola Renovables Andalucía, S.A.U.",hibrida,favorable_condicionada,48.0,48.0,98.2,48,2023-08-01,2023-09-25,Ayamonte; San Silvestre de Guzmán; Villablanca,21010;21066;21073,Huelva,https://juntadeandalucia.es/eboja/2023/184/BOJA23-184-00001-14260-01_00289264.pdf https://www.boe.es/diario_boe/xml.php?id=BOE-A-2023-17715
47,PSF Ronda 2,"Danae Solar, S.L.",solar_fv,desfavorable,309.0,250.0,447.23,,2023-02-10,2025-10-24,Alcalá del Valle; Arriate; Cañete la Real; Cuevas del Becerro; Montecorto; Ronda; Setenil de las Bodegas; Torre Alháquime,11002;29020;29035;29048;29903;29084;11034;11036,Cádiz; Málaga,https://juntadeandalucia.es/eboja/2023/205/BOJA23-205-00001-16353-01_00291331.pdf https://juntadeandalucia.es/eboja/2023/28/BOJA23-028-00001-2130-01_00277191.pdf https://juntadeandalucia.es/eboja/2023/39/BOJA23-039-00001-2505-01_00277663.pdf https://juntadeandalucia.es/eboja/2024/16/BOJA24-016-00003-612-01_00295751.pdf https://juntadeandalucia.es/eboja/2024/196/BOJA24-196-00001-51738-01_00308687.pdf https://juntadeandalucia.es/eboja/2025/205/BOJA25-205-00001-12999-01_00326597.pdf https://www.boe.es/diario_boe/xml.php?id=BOE-A-2023-19635
49,"Plantas fotovoltaicas Ronda I, Ronda II y Ronda III, de 103 MWp y 93 MWn cada una y su infraestructura de evacuación",,solar_fv,favorable_condicionada,309.0,279.0,,,2023-10-18,2023-10-18,,,,https://www.boe.es/diario_boe/xml.php?id=BOE-A-2023-21519
50,"Planta solar fotovoltaica para autoconsumo en isla y sistemas de mejora de eficiencia energética a través de variadores y otros dispositivos, para el bombeo Balsa Cadimo al sitio, polígono 10 parcela 43 de 23004 Jaén",Confederación Hidrográfica del Guadalquivir (MITECO),solar_fv,desconocido,4.019,3.3,6.78,,2024-03-07,2026-04-23,Jaén,23050,Jaén,https://www.boe.es/diario_boe/xml.php?id=BOE-A-2024-4475 https://www.boe.es/diario_boe/xml.php?id=BOE-A-2026-8933
51,Módulo de generación fotovoltaica PSFV Alíjar,Suresa Retama SLU,hibrida,desfavorable,29.0,25.99,42.44,,2024-03-11,2026-07-31,El Puerto de Santa María; Jerez de la Frontera,11027;11020,Cádiz,https://juntadeandalucia.es/eboja/2024/86/BOJA24-086-00001-44161-01_00301111.pdf https://juntadeandalucia.es/eboja/2025/64/BOJA25-064-00001-4650-01_00318251.pdf https://www.boe.es/diario_boe/xml.php?id=BOE-A-2024-4770 https://www.boe.es/diario_boe/xml.php?id=BOE-A-2026-16732
