id,canonical_name,developer,technology,status,mw_peak,mw_nominal,hectares,turbines,first_seen,last_seen,municipalities,ine_codes,provinces,document_urls
306,"Proyecto de mejora ambiental, generación eléctrica con energías renovables y extractora de aceite de orujo de planta de tratamiento de orujo","Bioland Energy, S.L.",,en_consulta,,,,,2023-07-06,2024-12-17,La Carolina; Linares,23024;23055,Jaén,https://juntadeandalucia.es/eboja/2023/128/BOJA23-128-00001-11375-01_00286401.pdf https://juntadeandalucia.es/eboja/2024/243/BOJA24-243-00001-55206-01_00312153.pdf
307,Vico,"Villar Mir Energía, S.L.",eolica,desconocido,,,,,2023-11-17,2023-11-17,Albuñuelas; Dúrcal; El Pinar; El Valle; Los Guájares; Villamena; Vélez de Benaudalla,18007;18071;18910;18902;18906;18908;18184,Granada,https://juntadeandalucia.es/eboja/2023/221/BOJA23-221-00001-17029-01_00292031.pdf
308,El Montecillo,"Onatrium Solar 3, S.L.",solar_fv,desconocido,49.97,38.0,,,2022-11-17,2022-11-17,Montemayor; Montilla,14041;14042,Córdoba,https://juntadeandalucia.es/eboja/2022/221/BOJA22-221-00001-16789-01_00270061.pdf
309,Planta Fotovoltaica «Vitas»,"Unión de Plantas Fotovoltaicas, S.L.U.",solar_fv,desconocido,22.0,22.0,,,2022-11-17,2022-11-17,Íllora,18102,Granada,https://juntadeandalucia.es/eboja/2022/221/BOJA22-221-00001-17725-01_00270994.pdf
310,La Herrera,"EDP Renovables España, S.L.U.",solar_fv,desconocido,,,,,2022-10-17,2024-02-14,Antequera,29015,Málaga,https://juntadeandalucia.es/eboja/2022/199/BOJA22-199-00001-15258-01_00268534.pdf https://juntadeandalucia.es/eboja/2024/32/BOJA24-032-00001-794-01_00296016.pdf
314,"Planta Solar Fotovoltaica ""Travenza""","Energías Renovables Travenza, S.L.",solar_fv,desconocido,49.97,,,,2024-09-17,2024-09-17,Tabernas; Turrillas,04088;04094,Almería,https://juntadeandalucia.es/eboja/2024/181/BOJA24-181-00001-50122-01_00307071.pdf
316,Parque Eólico Alcornoques 1,Energías Renovables de Crono S.L,eolica,desfavorable,,,,,2023-08-17,2023-08-17,Alcalá de los Gazules,11001,Cádiz,https://juntadeandalucia.es/eboja/2023/157/BOJA23-157-00001-13369-01_00288375.pdf
317,"Planta solar fotovoltaica Puntalejo, de 35,22 MWP y línea de evacuación",Prowind XXI S.L.,solar_fv,favorable_condicionada,35.22,,,,2023-04-17,2023-04-17,Conil de la Frontera; Vejer de la Frontera,11014;11039,Cádiz,https://juntadeandalucia.es/eboja/2023/71/BOJA23-071-00001-6548-01_00281606.pdf
318,"Instalación planta solar fotovoltaica ""Mares 36""","Arena Green Power Ren 33, S.L.U.",solar_fv,favorable_condicionada,5.0,5.0,,,2025-03-17,2025-03-17,Beas,21011,Huelva,https://juntadeandalucia.es/eboja/2025/51/BOJA25-051-00001-1762-01_00315371.pdf
319,PSF El Descubrimiento 40,"Arena Green Power Ren 29, S.L.U.",solar_fv,favorable_condicionada,5.0,5.0,,,2025-02-17,2025-02-17,Beas; Trigueros,21011;21070,Huelva,https://juntadeandalucia.es/eboja/2025/32/BOJA25-032-00001-1756-01_00315365.pdf
320,Instalación Planta Solar Fotovoltaica «El Descubrimiento 25»,"Arena Green Power Ren 31, S.L.U.",solar_fv,favorable_condicionada,5.0,,,,2025-02-17,2025-02-17,Beas,21011,Huelva,https://juntadeandalucia.es/eboja/2025/32/BOJA25-032-00001-1768-01_00315377.pdf
325,parque eólico y Set «La Chata»,,eolica,desconocido,,,,,2023-02-17,2023-02-17,Casares; Manilva,29041;29068,Málaga,https://juntadeandalucia.es/eboja/2023/33/BOJA23-033-00001-2137-01_00277193.pdf
326,Gibralgalia II,"Renovalia Alora, S.L.U.",solar_fv,desconocido,50.0,,90.0,,2023-02-08,2023-02-17,Casarabonela; Coín; Cártama; Málaga,29040;29042;29038;29067,Málaga,https://juntadeandalucia.es/eboja/2023/26/BOJA23-026-00001-1606-01_00276747.pdf https://juntadeandalucia.es/eboja/2023/33/BOJA23-033-00001-2339-01_00277434.pdf
328,Proyecto de planta solar fotovoltaica «Colón IV»,"Bogaris PV 44, S.L.",solar_fv,favorable_condicionada,24.99,,,,2023-01-17,2023-01-17,Gibraleón; San Juan del Puerto; Trigueros,21035;21064;21070,Huelva,https://juntadeandalucia.es/eboja/2023/10/BOJA23-010-00001-20904-01_00274177.pdf
333,Proyecto del Parque Eólico Loma del Perro,,eolica,desconocido,,,,,2023-06-16,2023-06-16,Níjar; Turrillas,04066;04094,Almería,https://juntadeandalucia.es/eboja/2023/114/BOJA23-114-00001-19598-01_00285450.pdf
334,Proyecto de instalación de planta solar fotovoltaica Arjona V e infraestructuras de evacuación,"Mes Solar XII, S.L.",solar_fv,desconocido,,,,,2023-06-16,2023-06-16,Fuerte del Rey; Jaén,23035;23050,Jaén,https://juntadeandalucia.es/eboja/2023/114/BOJA23-114-00001-10298-01_00285324.pdf
335,Casares Solar I,"Solar Capital 2000, S.L.",linea_evacuacion,desconocido,27.0,27.0,,,2023-02-10,2024-05-16,Casares,29041,Málaga,https://juntadeandalucia.es/eboja/2023/28/BOJA23-028-00001-2052-01_00277154.pdf https://juntadeandalucia.es/eboja/2024/24/BOJA24-024-00001-799-01_00296017.pdf https://juntadeandalucia.es/eboja/2024/94/BOJA24-094-00001-44120-01_00301069.pdf
336,planta solar fotovoltaica «Cortijo Nuevo» e infraestructura de evacuación,"planta fotovoltaica Cortijo Nuevo, S.L.",solar_fv,desconocido,,,,,2023-05-16,2025-05-13,Málaga,29067,Málaga,https://juntadeandalucia.es/eboja/2023/91/BOJA23-091-00001-7214-01_00282251.pdf https://juntadeandalucia.es/eboja/2025/89/BOJA25-089-00001-5391-01_00318993.pdf
338,"Proyecto de Planta Solar Fotovoltaica Jerjes, Subestación Eléctrica y Línea de Evacuación","Solarbay Renewable Energy, S.L.",solar_fv,desconocido,,,,,2023-03-16,2023-03-16,Sorbas,04086,Almería,https://juntadeandalucia.es/eboja/2023/51/BOJA23-051-00001-2792-01_00277877.pdf
341,parque eólico La Cámara,"Sistemas Energéticos La Cámara, S.L.",eolica,desconocido,,,,,2026-02-16,2026-02-16,Ardales; Teba,29018;29089,Málaga,https://juntadeandalucia.es/eboja/2026/31/BOJA26-031-00001-1725-01_00332950.pdf
343,Menaute,"Baylio Solar, S.L.U.",solar_fv,desconocido,,,,,2023-02-16,2023-02-16,Almargen,29010,Málaga,https://juntadeandalucia.es/eboja/2023/32/BOJA23-032-00001-1610-01_00276772.pdf
346,PSF Ronda 3,"Cobra Concesiones, S.L.",solar_fv,favorable_condicionada,,,,,2023-02-16,2023-02-16,Cañete la Real,29035,Málaga,https://juntadeandalucia.es/eboja/2023/32/BOJA23-032-00001-2516-01_00277673.pdf
347,"planta solar fotovoltaica «La Cerca» 49,94 MWp y subestación «La Cerca» 30/220 kV","Enel Green Power España, S.L.",solar_fv,desconocido,49.94,,,,2023-02-16,2023-02-16,Almargen,29010,Málaga,https://juntadeandalucia.es/eboja/2023/32/BOJA23-032-00001-1608-01_00276751.pdf
349,PSF Guillena III e infraestructura de evacuación,"Castellana Power, S.L.",solar_fv,favorable_condicionada,99.98,,,,2022-12-15,2022-12-15,Gerena,41045,Sevilla,https://juntadeandalucia.es/eboja/2022/239/BOJA22-239-00001-19874-01_00273091.pdf
352,El Salobral,"Onatrium Solar 4, S.L.",solar_fv,desconocido,49.97,38.0,,,2022-11-15,2022-11-15,Montemayor,14041,Córdoba,https://juntadeandalucia.es/eboja/2022/219/BOJA22-219-00001-16356-01_00269623.pdf
356,PSFV El Colmenar II,"Al-Andalus Wind Power, S.L.",solar_fv,en_consulta,20.0,,,,2026-05-15,2026-05-15,Abrucena; Fiñana,04002;04045,Almería,https://juntadeandalucia.es/eboja/2026/92/BOJA26-092-00001-6416-01_00337652.pdf
358,Marismas I,"Energías Renovables de Gladiateur 49, S.L.",solar_fv,favorable_condicionada,24.99,16.14,,,2023-02-15,2023-02-15,Gibraleón,21035,Huelva,https://juntadeandalucia.es/eboja/2023/31/BOJA23-031-00001-1732-01_00276818.pdf
359,Las Viñas,"EDP Renovables España, S.L.U.",solar_fv,desconocido,,,,,2023-02-15,2023-02-15,Almargen; Cañete la Real,29010;29035,Málaga,https://juntadeandalucia.es/eboja/2023/31/BOJA23-031-00001-1450-01_00276575.pdf
361,Casares Solar II,,solar_fv,desconocido,,,,,2023-02-15,2023-02-15,Casares,29041,Málaga,https://juntadeandalucia.es/eboja/2023/31/BOJA23-031-00001-2340-01_00277436.pdf
362,Marismas II,"Energías Renovables de Gladiateur 50, S.L.",solar_fv,favorable_condicionada,24.99,16.14,,,2023-02-15,2023-02-15,Gibraleón,21035,Huelva,https://juntadeandalucia.es/eboja/2023/31/BOJA23-031-00001-1729-01_00276817.pdf
363,Mirabal I y Mirabal II,"Mirabras Solar, S.L.",linea_evacuacion,desconocido,,,,,2024-01-15,2024-01-15,Cabra; Lucena,14013;14038,Córdoba,https://juntadeandalucia.es/eboja/2024/10/BOJA24-010-00001-7677-01_00282720.pdf
364,"PVS Almonte solar 10 x 4,5 MW y subestación eléctrica 66/30 kV «Set Rociana PV colectora»","Sunny Rociana 11, S.L.",linea_evacuacion,favorable_condicionada,45.0,45.0,,,2024-01-15,2026-08-06,Almonte; Bollullos Par del Condado; Rociana del Condado,21005;21013;21061,Huelva,https://juntadeandalucia.es/eboja/2024/10/BOJA24-010-00001-19334-01_00294523.pdf https://juntadeandalucia.es/eboja/2024/38/BOJA24-038-00001-1375-01_00297223.pdf https://juntadeandalucia.es/eboja/2026/151/BOJA26-151-00001-10346-01_00341580.pdf
366,Línea aérea 30 kV D/C desde Parque Eólico «San Cristóbal» a SET «El Puntal II»,"Eólica San Cristóbal, S.L.",linea_evacuacion,desconocido,,,,,2024-08-14,2024-08-14,Estepa; La Roda de Andalucía; Pedrera; Sierra de Yeguas,41041;41082;41072;29088,Málaga; Sevilla,https://juntadeandalucia.es/eboja/2024/158/BOJA24-158-00001-49259-01_00306209.pdf
367,"parque eólico ""El Garrido""","Crater Batteries I, S.L.",eolica,desfavorable,36.6,36.6,,,2026-07-14,2026-07-14,Berja; Dalías; El Ejido,04029;04038;04902,Almería,https://juntadeandalucia.es/eboja/2026/134/BOJA26-134-00001-9419-01_00340651.pdf
368,"Proyecto básico del Parque Eólico El Poniente, de 37 MW de potencia instalada, e infraestructura de evacuación","Crater Batteries II, S.L.",eolica,desfavorable,37.0,37.0,,,2026-07-14,2026-07-14,Dalías; El Ejido,04038;04902,Almería,https://juntadeandalucia.es/eboja/2026/134/BOJA26-134-00001-9420-01_00340652.pdf
369,PSFV Sanlúcar Sirio y PSFV Sanlúcar Sol,"Pizarro Fotovoltaica, S.L.; Pitaya Fotovoltaica, S.L.",solar_fv,desfavorable,,,,,2025-04-14,2025-04-14,Sanlúcar de Barrameda,11032,Cádiz,https://juntadeandalucia.es/eboja/2025/71/BOJA25-071-00001-5295-01_00318896.pdf
372,Línea aérea MT 20 kV de los Reinosos a Loma de los Arévalos,"Generación Fotovoltaica Meridional, S.L.U.",linea_evacuacion,favorable_condicionada,,,,,2025-02-14,2025-02-14,Cádiar; Ugíjar,18035;18182,Granada,https://juntadeandalucia.es/eboja/2025/31/BOJA25-031-00001-1547-01_00315156.pdf
374,"Planta solar fotovoltaica Alcione de 49,98 MWp y línea eléctrica de evacuación","Alcione Solar, S.L.",solar_fv,favorable_condicionada,49.98,,,,2023-02-14,2023-02-14,Setenil de las Bodegas,11034,Cádiz,https://juntadeandalucia.es/eboja/2023/30/BOJA23-030-00001-2283-01_00277381.pdf
375,Planta Solar Fotovoltaica Táctica de 26 MWp y su Infraestructura de Evacuación de 30 kV,"Táctica Solar, S.L.",solar_fv,favorable_condicionada,26.0,,,,2023-02-14,2023-02-14,Setenil de las Bodegas,11034,Cádiz,https://juntadeandalucia.es/eboja/2023/30/BOJA23-030-00001-2285-01_00277382.pdf
380,"Proyecto de planta fotovoltaica Zurgena 201 de 22,4 MWP y línea de evacuacion de 30 kV","Sanmad Sonne 3 Madroño, S.L.",solar_fv,desconocido,22.4,,,,2023-02-14,2023-10-11,Antas; Huércal-Overa; Lubrín; Zurgena,04016;04053;04059;04103,Almería,https://juntadeandalucia.es/eboja/2023/196/BOJA23-196-00001-13140-01_00288150.pdf https://juntadeandalucia.es/eboja/2023/30/BOJA23-030-00001-2086-01_00277228.pdf
382,Instalación de la planta solar fotovoltaica «Martín Alonso Pinzón»,"Arena Green Power Ren 16, S.L.U.",solar_fv,favorable_condicionada,4.99,4.99,,,2024-11-13,2024-11-13,San Juan del Puerto,21064,Huelva,https://juntadeandalucia.es/eboja/2024/221/BOJA24-221-00001-52172-01_00309121.pdf https://juntadeandalucia.es/eboja/2024/221/BOJA24-221-00001-52206-01_00309154.pdf
383,Las Tres Carabelas 4,"Arena Green Power Ren 15, S.L.U.",solar_fv,desconocido,4.99,,,,2024-11-13,2024-11-13,San Juan del Puerto,21064,Huelva,https://juntadeandalucia.es/eboja/2024/221/BOJA24-221-00001-52211-01_00309159.pdf
387,"Proyecto de instalación de planta solar fotovoltaica ""Camino de Indias 20""","Arena Green Power Ren 8, S.L.",solar_fv,favorable_condicionada,4.99,4.99,,,2024-11-13,2024-11-13,San Juan del Puerto,21064,Huelva,https://juntadeandalucia.es/eboja/2024/221/BOJA24-221-00001-52207-01_00309155.pdf
388,Planta Solar Fotovoltaica «El Descubrimiento 48»,"Arena Green Power Ren 19, S.L.U.",solar_fv,desconocido,5.0,5.0,,,2024-11-13,2024-11-13,San Juan del Puerto,21064,Huelva,https://juntadeandalucia.es/eboja/2024/221/BOJA24-221-00001-52643-01_00309592.pdf
390,PSF Guadiamar,"Grupo Industrial Anghiari, S.L.",solar_fv,favorable_condicionada,11.764,9.0,,,2023-11-13,2023-11-13,Benacazón; Huévar del Aljarafe,41015;41051,Sevilla,https://juntadeandalucia.es/eboja/2023/217/BOJA23-217-00001-17140-01_00292139.pdf
391,FV Sol Morón,"Sol Morón Energy, S.L.",solar_fv,favorable_condicionada,49.43,,,,2022-10-13,2022-10-13,Carmona,41024,Sevilla,https://juntadeandalucia.es/eboja/2022/197/BOJA22-197-00001-15687-01_00268969.pdf
393,Parque Eólico El Arenoso,"Parque Eólico El Arenoso, S.L.",eolica,desfavorable,,,,,2023-07-13,2023-07-13,Los Barrios,11008,Cádiz,https://juntadeandalucia.es/eboja/2023/133/BOJA23-133-00001-11853-01_00286873.pdf
394,PSF Camino de Indias 15,"Arena Power Ren 1, S.L.",solar_fv,desconocido,4.99,,,,2024-06-13,2024-06-13,Trigueros,21070,Huelva,https://juntadeandalucia.es/eboja/2024/114/BOJA24-114-00001-45845-01_00302795.pdf
395,PSF Camino de Indias 16,"Arena Power Ren 2, S.L.",solar_fv,favorable_condicionada,4.99,,,,2024-06-13,2024-06-13,Trigueros,21070,Huelva,https://juntadeandalucia.es/eboja/2024/114/BOJA24-114-00001-46148-01_00303097.pdf
396,"Proyecto de Parque Eólico Tornajos de 40 MW, SET Alhamilla y línea de evacuación",,eolica,desconocido,40.0,40.0,,,2023-06-13,2023-06-13,Níjar,04066,Almería,https://juntadeandalucia.es/eboja/2023/111/BOJA23-111-00001-19604-01_00272830.pdf
401,Planta solar fotovoltaica «El Descubrimiento 7»,"Arena Green Power Ren 22, S.L.",solar_fv,favorable_condicionada,,,,,2025-03-13,2025-03-13,Alcalá de Guadaíra,41004,Sevilla,https://juntadeandalucia.es/eboja/2025/49/BOJA25-049-00001-2421-01_00316030.pdf
402,Planta solar fotovoltaica «El Descubrimiento 8»,"Arena Green Power Ren 24, S.L.U.",solar_fv,favorable_condicionada,,,,,2025-03-13,2025-03-13,Alcalá de Guadaíra,41004,Sevilla,https://juntadeandalucia.es/eboja/2025/49/BOJA25-049-00001-2424-01_00316033.pdf
403,"Instalación Planta Solar Fotovoltaica con conexión a la red ""Almadraba 3""","Arena Green Power Ren 2, S.L.U.",solar_fv,favorable_condicionada,4.99,,,,2025-03-13,2025-03-13,Villablanca,21073,Huelva,https://juntadeandalucia.es/eboja/2025/49/BOJA25-049-00001-1763-01_00315372.pdf
404,Instalación planta solar fotovoltaica con conexión a la red «PSF El Descubrimiento 9»,"Arena Green Power Ren 3, S.L.U.",solar_fv,desconocido,4.99,,,,2025-03-13,2025-03-13,Villablanca,21073,Huelva,https://juntadeandalucia.es/eboja/2025/49/BOJA25-049-00001-1769-01_00315378.pdf
405,Ronda 4,"Cobra Concesiones, S.L.",solar_fv,desconocido,,,,,2023-03-13,2025-07-04,Cañete la Real; Teba,29035;29089,Málaga,https://juntadeandalucia.es/eboja/2023/48/BOJA23-048-00001-2133-01_00277194.pdf https://juntadeandalucia.es/eboja/2025/127/BOJA25-127-00001-9215-01_00322814.pdf
407,Planta Solar Fotovoltaica Puerto de Santa María 2 y línea subterránea de evacuación,"PSFV Puerto One, S.L.",solar_fv,favorable_condicionada,,,,,2023-02-13,2023-02-13,El Puerto de Santa María,11027,Cádiz,https://juntadeandalucia.es/eboja/2023/29/BOJA23-029-00001-1998-01_00277111.pdf https://juntadeandalucia.es/eboja/2023/29/BOJA23-029-00001-2282-01_00277386.pdf
410,Villalobillos,"Fotowatio Renewable Ventures Servicios España, S.L.",solar_fv,favorable_condicionada,49.99,,,,2023-02-13,2023-02-13,Almodóvar del Río,14005,Córdoba,https://juntadeandalucia.es/eboja/2023/29/BOJA23-029-00001-1831-01_00276927.pdf
411,PSF Santa María,"Enel Green Power España, S.L.",solar_fv,favorable_condicionada,8.0,8.0,,,2023-02-13,2023-02-13,Sanlúcar la Mayor,41087,Sevilla,https://juntadeandalucia.es/eboja/2023/29/BOJA23-029-00001-1267-01_00276506.pdf
412,Boceto Solar,"Boceto Solar, S.L.; Ladronera Solar, S.L.",solar_fv,en_consulta,100.0,,,,2023-02-13,2023-02-13,Chimeneas; Ventas de Huelma,18061;18185,Granada,https://juntadeandalucia.es/eboja/2023/29/BOJA23-029-00001-1444-01_00276557.pdf
413,PSFV El Limbo 4.99MW y Vistahermosa 4.99MW,"Urbasolar España Planta FV 20, S.L.; Urbasolar España Planta FV 12, S.L.",solar_fv,favorable_condicionada,9.98,9.98,,,2025-01-13,2025-01-13,El Puerto de Santa María,11027,Cádiz,https://juntadeandalucia.es/eboja/2025/7/BOJA25-007-00001-55476-01_00312423.pdf
415,Instalación Solar Fotovoltaica Toledo,"GCL Toledo Energy, S.L.",solar_fv,desfavorable,,,,,2025-01-13,2025-01-13,Los Barrios,11008,Cádiz,https://juntadeandalucia.es/eboja/2025/7/BOJA25-007-00001-133-01_00313746.pdf
418,Guadix II,"Modus Solar Spain, S.L.",solar_fv,desconocido,,,,,2022-12-12,2022-12-12,Guadix,18089,Granada,https://juntadeandalucia.es/eboja/2022/236/BOJA22-236-00001-18541-01_00271794.pdf
420,PSFV Los Llanos I 5 MW,"Pedrola Solar, S.L.; El Blanquillo Solar, S.L.",solar_fv,favorable_condicionada,10.0,10.0,,,2025-05-12,2025-05-12,Arcos de la Frontera,11006,Cádiz,https://juntadeandalucia.es/eboja/2025/88/BOJA25-088-00001-5618-01_00319219.pdf
426,Parque Eólico El Patrón,"Parque Eólico La Curtidora, S.L.",eolica,favorable_condicionada,,24.0,,,2023-01-12,2023-01-12,Los Barrios,11008,Cádiz,https://juntadeandalucia.es/eboja/2023/7/BOJA23-007-00001-21853-01_00275276.pdf
427,PSF Greencar 2,"Green Ric Energy, S.L.U.",solar_fv,favorable_condicionada,39.566,30.0,,,2023-01-12,2023-01-12,Carmona,41024,Sevilla,https://juntadeandalucia.es/eboja/2023/7/BOJA23-007-00001-21050-01_00274553.pdf
428,La Juncosa,"La Gloria Solar PV, S.L.",solar_fv,desconocido,4.6,4.6,,,2024-12-11,2024-12-11,Isla Cristina; Villablanca,21042;21073,Huelva,https://juntadeandalucia.es/eboja/2024/239/BOJA24-239-00001-54309-01_00311258.pdf
431,Modificación de AAU por construcción de planta solar para autoconsumo,Comunidad de Regantes Doñana,solar_fv,desconocido,,,,,2024-11-11,2024-11-11,Aznalcázar,41012,Sevilla,https://juntadeandalucia.es/eboja/2024/219/BOJA24-219-00001-51860-01_00308809.pdf
432,instalación de planta solar fotovoltaica «El Descubrimiento 37»,"Arena Green Power Ren 20, S.L.U.",solar_fv,desconocido,4.99,,,,2024-11-11,2024-11-11,San Juan del Puerto,21064,Huelva,https://juntadeandalucia.es/eboja/2024/219/BOJA24-219-00001-53124-01_00310074.pdf
434,Proyecto instalación solar fotovoltaica de autoconsumo de 2 MW para regadío,Comunidad de Regantes Santa María Magdalena,solar_fv,en_consulta,2.0,2.0,,,2023-10-11,2023-10-11,Mengíbar,23061,Jaén,https://juntadeandalucia.es/eboja/2023/196/BOJA23-196-00001-15362-01_00290356.pdf
438,Hibridación de PE Cantalejos con planta fotovoltaica,"EDP Renovables España, S.L.",hibrida,en_consulta,,,,,2024-04-11,2024-04-11,Osuna,41068,Sevilla,https://juntadeandalucia.es/eboja/2024/70/BOJA24-070-00002-42854-01_00299806.pdf
440,"Proyecto e instalación solar fotovoltaica PSFV Serón II, de 8,4 MW e infraestructura de evacuación","Al-Andalus Wind Power, S. L.",solar_fv,en_consulta,8.4,8.4,,,2025-12-10,2025-12-10,Serón,04083,Almería,https://juntadeandalucia.es/eboja/2025/237/BOJA25-237-00001-16473-01_00330071.pdf
445,Planta valorización paneles solares de silicio,"Abalados Recycling, S.L.",solar_fv,en_consulta,,,,,2024-10-03,2025-04-10,El Viso del Alcor; Sevilla,41102;41091,Sevilla,https://juntadeandalucia.es/eboja/2024/193/BOJA24-193-00002-51445-01_00308394.pdf https://juntadeandalucia.es/eboja/2025/69/BOJA25-069-00001-3851-01_00317455.pdf
446,Planta Solar Fotovoltaica «Arco 6» Nueva y Línea de Evacuación de 66 kV,"Arco 6, S.L.",solar_fv,favorable_condicionada,,,,,2023-02-10,2025-04-10,Alozaina; Coín; Guaro; Marbella; Monda; Ojén,29013;29042;29058;29069;29073;29076,Málaga,https://juntadeandalucia.es/eboja/2023/28/BOJA23-028-00001-2136-01_00277220.pdf https://juntadeandalucia.es/eboja/2025/69/BOJA25-069-00001-5161-01_00318763.pdf
449,Parque Solar Aznalcóllar,"Parque Solar Aznalcóllar, S.L.",solar_fv,favorable_condicionada,49.9,,,,2023-02-10,2023-02-10,Sanlúcar la Mayor,41087,Sevilla,https://juntadeandalucia.es/eboja/2023/28/BOJA23-028-00001-15649-01_00268939.pdf https://juntadeandalucia.es/eboja/2023/28/BOJA23-028-00001-15650-01_00268941.pdf https://juntadeandalucia.es/eboja/2023/28/BOJA23-028-00001-15691-01_00268972.pdf
450,Casares Solar III,,solar_fv,desconocido,,,,,2023-02-10,2023-02-10,Casares,29041,Málaga,https://juntadeandalucia.es/eboja/2023/28/BOJA23-028-00001-2135-01_00277208.pdf
451,Campos de Córdoba XVIII,"Arena Power Solar 30, S.L.",solar_fv,desconocido,4.99,,,,2023-02-09,2023-02-10,Palma del Río,14049,Córdoba,https://juntadeandalucia.es/eboja/2023/27/BOJA23-027-00001-2001-01_00277112.pdf https://juntadeandalucia.es/eboja/2023/28/BOJA23-028-00001-1825-01_00276918.pdf
454,Málaga I,"Renovalia Solano, S.L.U.",solar_fv,favorable_condicionada,37.51,,,,2023-02-10,2023-02-10,Antequera; Campillos,29015;29032,Málaga,https://juntadeandalucia.es/eboja/2023/28/BOJA23-028-00001-2131-01_00277231.pdf
458,PSFV Gallardo 1 y Gallardo 2,"Urbasolar España Planta FV 8, S.L.; Urbasolar España Planta FV 18, S.L.",solar_fv,favorable_condicionada,,,,,2025-01-10,2025-01-10,Puerto Real,11028,Cádiz,https://juntadeandalucia.es/eboja/2025/6/BOJA25-006-00001-56277-01_00313220.pdf
459,Planta solar fotovoltaica La Higuerita,"Planta solar Opde Andalucía 56, S.L.",solar_fv,favorable_condicionada,43.988,,,,2023-01-10,2023-01-10,Olivares,41067,Sevilla,https://juntadeandalucia.es/eboja/2023/5/BOJA23-005-00001-19231-01_00272450.pdf
460,HSF Tres Encinas,"Planta Solar OPDE Andalucía 2, S.L.",solar_fv,favorable_condicionada,43.988,,,,2023-01-10,2023-01-10,Olivares,41067,Sevilla,https://juntadeandalucia.es/eboja/2023/5/BOJA23-005-00001-19233-01_00272520.pdf
462,CSF El Puerto I,"Gandasolar 5, S.L.",,favorable_condicionada,,,,,2024-10-09,2024-10-09,Castellar de la Frontera; Los Barrios; San Roque,11013;11008;11033,Cádiz,https://juntadeandalucia.es/eboja/2024/197/BOJA24-197-00001-51044-01_00307993.pdf
471,FV Guadalcázar,"Almodóvar Solar, S.L.",solar_fv,desconocido,48.494,,,,2023-02-09,2023-02-09,Guadalcázar,14033,Córdoba,https://juntadeandalucia.es/eboja/2023/27/BOJA23-027-00001-1836-01_00276952.pdf
474,PSF Ronda 5,"Cobra Concesiones, S.L.",solar_fv,desconocido,,,,,2023-02-09,2023-02-09,Cañete la Real; Teba,29035;29089,Málaga,https://juntadeandalucia.es/eboja/2023/27/BOJA23-027-00001-2132-01_00277218.pdf
476,FV Almodóvar,"La Redonda Solar, S.L.",solar_fv,desconocido,18.996,,,,2023-02-09,2023-02-09,Almodóvar del Río,14005,Córdoba,https://juntadeandalucia.es/eboja/2023/27/BOJA23-027-00001-1837-01_00276954.pdf
477,ISF Almodóvar del Río I,"Energía Diodos, S.L.U.",solar_fv,desconocido,24.996,,,,2023-02-09,2023-02-09,Guadalcázar,14033,Córdoba,https://juntadeandalucia.es/eboja/2023/27/BOJA23-027-00001-1838-01_00276957.pdf
478,FV Silverio 1,"Silver Ric Energy, S.L.",solar_fv,desconocido,20.0,27.993,,,2023-02-09,2023-02-09,Almodóvar del Río; Guadalcázar,14005;14033,Córdoba,https://juntadeandalucia.es/eboja/2023/27/BOJA23-027-00001-1840-01_00276962.pdf
480,La Víbora,"Parque Eólico La Víbora, S.L.U.",solar_fv,favorable_condicionada,46.0,36.25,,,2023-02-09,2023-02-09,Gerena; Guillena,41045;41049,Sevilla,https://juntadeandalucia.es/eboja/2023/27/BOJA23-027-00001-1404-01_00276499.pdf
482,Planta Solar Fotovoltaica «Artemisa»,Artemisa Energía S.L.,solar_fv,favorable_condicionada,50.0,,,,2023-02-09,2023-02-09,Alcalá de Guadaíra,41004,Sevilla,https://juntadeandalucia.es/eboja/2023/27/BOJA23-027-00001-1929-01_00277048.pdf
483,PSF Ronda 1,"Cobra Concesiones, S.L.",solar_fv,desconocido,,,,,2023-02-09,2023-02-09,Cañete la Real,29035,Málaga,https://juntadeandalucia.es/eboja/2023/27/BOJA23-027-00001-2134-01_00277215.pdf
484,planta solar fotovoltaica «Puerto»,"Parque Eólico Puerto Calera I, S.L.U.",solar_fv,favorable_condicionada,,,,,2023-03-02,2024-11-08,Teba,29089,Málaga,https://juntadeandalucia.es/eboja/2023/41/BOJA23-041-00001-2508-01_00277667.pdf https://juntadeandalucia.es/eboja/2024/218/BOJA24-218-00001-53256-01_00310205.pdf
486,Guzmán I,"Global Solar Energy Cuarenta, S.L.U.",solar_fv,desconocido,,37.5,,,2023-11-08,2023-11-08,Gibraleón,21035,Huelva,https://juntadeandalucia.es/eboja/2023/214/BOJA23-214-00001-16756-01_00291753.pdf
490,Parque fotovoltaico Isla 1 Solar,"PVSS Madrid I, S.L.",solar_fv,favorable_condicionada,,,,,2026-05-08,2026-05-08,Isla Mayor,41902,Sevilla,https://juntadeandalucia.es/eboja/2026/87/BOJA26-087-00001-324-01_00331551.pdf
491,Parque Fotovoltaico Isla 2 Solar,"PVSS Madrid I, S.L.",solar_fv,favorable_condicionada,,,,,2026-05-08,2026-05-08,Isla Mayor,41902,Sevilla,https://juntadeandalucia.es/eboja/2026/87/BOJA26-087-00001-400-01_00331627.pdf
